🏆广东珠江,#genre#
CCTV12社会与法,http://183.10.180.123:212/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&down=1$广东潮州电信10
CCTV12社会与法,http://183.10.180.58:202/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&down=1$广东潮州电信11
CCTV13新闻,http://39.152.103.17:8089/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&down=1$辽宁阜新移动5
CCTV13新闻,http://183.57.249.143:8183/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$广东东莞电信7
CCTV13新闻,http://113.90.247.47:85/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$广东深圳电信9
CCTV13新闻,http://183.10.180.123:212/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&down=1$广东潮州电信10
CCTV13新闻,http://183.10.180.58:202/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&down=1$广东潮州电信11
CCTV14少儿,http://171.43.64.126:85/tsfile/live/faacts/0014_2.m3u8?key=txiptv&playlive=1&authid=0$湖北十堰电信4
CCTV14少儿,http://39.152.103.17:8089/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&down=1$辽宁阜新移动5
CCTV14少儿,http://183.57.249.143:8183/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$广东东莞电信7
CCTV14少儿,http://113.90.247.47:85/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$广东深圳电信9
CCTV14少儿,http://183.10.180.123:212/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&down=1$广东潮州电信10
CCTV14少儿,http://183.10.180.58:202/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&down=1$广东潮州电信11
CCTV15音乐,http://171.43.64.126:85/tsfile/live/faacts/0015_2.m3u8?key=txiptv&playlive=1&authid=0$湖北十堰电信4
CCTV15音乐,http://39.152.103.17:8089/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&down=1$辽宁阜新移动5
CCTV15音乐,http://183.57.249.143:8183/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$广东东莞电信7
CCTV15音乐,http://113.90.247.47:85/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$广东深圳电信9
CCTV15音乐,http://183.10.180.123:212/tsfile/live/1040_1.m3u8?key=txiptv&playlive=1&down=1$广东潮州电信10
CCTV15音乐,http://183.10.180.58:202/tsfile/live/1040_1.m3u8?key=txiptv&playlive=1&down=1$广东潮州电信11
CCTV16奥林匹克,http://39.152.103.17:8089/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&down=1$辽宁阜新移动1
CCTV16-4K奥林匹克,http://39.152.103.17:8089/tsfile/live/1073_1.m3u8?key=txiptv&playlive=1&down=1$辽宁阜新移动1
CCTV17农业农村,http://39.152.103.17:8089/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&down=1$辽宁阜新移动1
CCTV17农业农村,http://183.57.249.143:8183/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0$广东东莞电信3
CCTV17农业农村,http://218.17.33.178:53290/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0$广东深圳电信4
CCTV-17农业农村,http://113.90.247.47:85/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0$广东深圳电信1
CCTV17农业农村,http://183.10.180.123:212/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&down=1$广东潮州电信5
CCTV17农业农村,http://183.10.180.58:202/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&down=1$广东潮州电信6
CCTV4美洲,http://113.65.4.23:7188udp/239.253.43.121:5146
CCTV4欧洲,http://113.65.4.23:7188udp/239.253.43.120:5146
CCTV风云音乐,http://113.65.4.23:7188udp/239.253.43.29:5146
CCTV风云剧场,http://113.65.4.23:7188udp/239.253.43.26:5146
CCTV风云足球,http://113.65.4.23:7188udp/239.253.43.20:5146
CCTV央视台球,http://113.65.4.23:7188udp/239.253.43.21:5146
CCTV高尔夫网球,http://113.65.4.23:7188udp/239.253.43.22:5146
CCTV兵器科技,http://113.65.4.23:7188udp/239.253.43.18:5146
CCTV女性时尚,http://113.65.4.23:7188udp/239.253.43.23:5146
CCTV电视指南,http://113.65.4.23:7188udp/239.253.43.19:5146
CCTV世界地理,http://113.65.4.23:7188udp/239.253.43.24:5146
CCTV怀旧剧场,http://113.65.4.23:7188udp/239.253.43.25:5146
CCTV第一剧场,http://113.65.4.23:7188udp/239.253.43.28:5146
CCTV央视文化精品,http://113.65.4.23:7188udp/239.253.43.27:5146
CCTV4美洲,http://113.77.25.121:8188/udp/239.253.43.121:5146
CCTV4欧洲,http://113.77.25.121:8188/udp/239.253.43.120:5146
CCTV风云音乐,http://113.77.25.121:8188/udp/239.253.43.29:5146
CCTV风云剧场,http://113.77.25.121:8188/udp/239.253.43.26:5146
CCTV风云足球,http://113.77.25.121:8188/udp/239.253.43.20:5146
CCTV央视台球,http://113.77.25.121:8188/udp/239.253.43.21:5146
CCTV高尔夫网球,http://113.77.25.121:8188/udp/239.253.43.22:5146
CCTV兵器科技,http://113.77.25.121:8188/udp/239.253.43.18:5146
CCTV女性时尚,http://113.77.25.121:8188/udp/239.253.43.23:5146
CCTV电视指南,http://113.77.25.121:8188/udp/239.253.43.19:5146
CCTV世界地理,http://113.77.25.121:8188/udp/239.253.43.24:5146
CCTV怀旧剧场,http://113.77.25.121:8188/udp/239.253.43.25:5146
CCTV第一剧场,http://113.77.25.121:8188/udp/239.253.43.28:5146
CCTV央视文化精品,http://113.77.25.121:8188/udp/239.253.43.27:5146
CCTV风云剧场,http://183.57.249.143:8183/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0$广东东莞电信1
CCTV风云足球,http://183.57.249.143:8183/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0$广东东莞电信1
CCTV高尔夫网球,http://39.152.103.17:8089/tsfile/live/1109_1.m3u8?key=txiptv&playlive=1&down=1$辽宁阜新移动1
CCTV女性时尚,http://39.152.103.17:8089/tsfile/live/1068_1.m3u8?key=txiptv&playlive=1&down=1$辽宁阜新移动1
CCTV电视指南,http://39.152.103.17:8089/tsfile/live/1058_1.m3u8?key=txiptv&playlive=1&down=1$辽宁阜新移动1
CCTV-4欧洲,http://39.152.103.17:8089/tsfile/live/1056_1.m3u8?key=txiptv&playlive=1&down=1$辽宁阜新移动1
CCTV-4美洲,http://39.152.103.17:8089/tsfile/live/1057_1.m3u8?key=txiptv&playlive=1&down=1$辽宁阜新移动1
CETV1,http://39.152.103.17:8089/tsfile/live/1050_1.m3u8?key=txiptv&playlive=1&down=1$辽宁阜新移动1
CETV4,http://39.152.103.17:8089/tsfile/live/1092_1.m3u8?key=txiptv&playlive=1&down=1$辽宁阜新移动1
CGTN记录频道,http://39.152.103.17:8089/tsfile/live/1104_1.m3u8?key=txiptv&playlive=1&down=1$辽宁阜新移动1
CGTN西班牙国际,http://39.152.103.17:8089/tsfile/live/1106_1.m3u8?key=txiptv&playlive=1&down=1$辽宁阜新移动1
CGTN阿拉伯语国际,http://39.152.103.17:8089/tsfile/live/1107_1.m3u8?key=txiptv&playlive=1&down=1$辽宁阜新移动1
CGTN,http://218.17.33.178:53290/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0$广东深圳电信2
CGTN俄语,http://39.152.103.17:8089/tsfile/live/1105_1.m3u8?key=txiptv&playlive=1&down=1$辽宁阜新移动1
CGTN法语,http://39.152.103.17:8089/tsfile/live/1108_1.m3u8?key=txiptv&playlive=1&down=1$辽宁阜新移动1
CGTN英语,http://39.152.103.17:8089/tsfile/live/1103_1.m3u8?key=txiptv&playlive=1&down=1$辽宁阜新移动1
🇨🇳卫视频道,#genre#
湖南卫视,http://s4.135569.ggff.net/migu.php?id=湖南卫视4K
浙江卫视,http://s4.135569.ggff.net/migu.php?id=浙江卫视
江苏卫视,http://s4.135569.ggff.net/migu.php?id=江苏卫视超清
东方卫视,http://s4.135569.ggff.net/migu.php?id=东方卫视超清
北京卫视,http://s4.135569.ggff.net/migu.php?id=北京卫视超清
东南卫视,http://s4.135569.ggff.net/migu.php?id=东南卫视超清
广东卫视,http://s4.135569.ggff.net/migu.php?id=广东卫视超清
江西卫视,http://s4.135569.ggff.net/migu.php?id=江西卫视超清
湖北卫视,http://s4.135569.ggff.net/migu.php?id=湖北卫视超清
辽宁卫视,http://s4.135569.ggff.net/migu.php?id=辽宁卫视超清
湖南卫视,http://171.43.64.126:85/tsfile/live/faacts/0128_2.m3u8?key=txiptv&playlive=1&authid=0$湖北十堰电信4
湖南卫视,http://39.152.103.17:8089/tsfile/live/1040_1.m3u8?key=txiptv&playlive=1&down=1$辽宁阜新移动5
湖南卫视,http://183.57.249.143:8183/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0$广东东莞电信7
湖南卫视,http://218.17.33.178:53290/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0$广东深圳电信8
湖南卫视,http://113.90.247.47:85/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0$广东深圳电信9
浙江卫视,http://39.152.103.17:8089/tsfile/live/1037_1.m3u8?key=txiptv&playlive=1&down=1$辽宁阜新移动5
浙江卫视,http://183.57.249.143:8183/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0$广东东莞电信7
浙江卫视,http://218.17.33.178:53290/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0$广东深圳电信8
浙江卫视,http://113.90.247.47:85/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0$广东深圳电信9
江苏卫视,http://171.43.64.126:85/tsfile/live/faacts/0127_2.m3u8?key=txiptv&playlive=1&authid=0$湖北十堰电信4
江苏卫视,http://39.152.103.17:8089/tsfile/live/1038_1.m3u8?key=txiptv&playlive=1&down=1$辽宁阜新移动5
江苏卫视,http://183.57.249.143:8183/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0$广东东莞电信7
江苏卫视,http://113.90.247.47:85/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0$广东深圳电信8
东方卫视,http://39.152.103.17:8089/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&down=1$辽宁阜新移动3
东方卫视,http://183.57.249.143:8183/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0$广东东莞电信5
东方卫视,http://113.90.247.47:85/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0$广东深圳电信6
北京卫视,http://39.152.103.17:8089/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&down=1$辽宁阜新移动4
北京卫视,http://113.90.247.47:85/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0$广东深圳电信6
大湾区卫视,http://183.57.249.143:8183/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0$广东东莞电信3
三沙卫视,http://39.152.103.17:8089/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&down=1$辽宁阜新移动1
东南卫视,http://39.152.103.17:8089/tsfile/live/1081_1.m3u8?key=txiptv&playlive=1&down=1$辽宁阜新移动2
东南卫视,http://183.10.180.123:212/tsfile/live/1031_1.m3u8?key=txiptv&playlive=1&down=1$广东潮州电信4
东南卫视,http://183.10.180.58:202/tsfile/live/1031_1.m3u8?key=txiptv&playlive=1&down=1$广东潮州电信5
云南卫视,http://171.43.64.126:85/tsfile/live/faacts/0119_1.m3u8?key=txiptv&playlive=1&authid=0$湖北十堰电信1
云南卫视,http://39.152.103.17:8089/tsfile/live/1083_1.m3u8?key=txiptv&playlive=1&down=1$辽宁阜新移动2
云南卫视,http://113.90.247.47:85/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0$广东深圳电信4
内蒙古卫视,http://39.152.103.17:8089/tsfile/live/1085_1.m3u8?key=txiptv&playlive=1&down=1$辽宁阜新移动1
农林卫视,http://39.152.103.17:8089/tsfile/live/1111_1.m3u8?key=txiptv&playlive=1&down=1$辽宁阜新移动1
厦门卫视,http://39.152.103.17:8089/tsfile/live/1089_1.m3u8?key=txiptv&playlive=1&down=1$辽宁阜新移动1
吉林卫视,http://39.152.103.17:8089/tsfile/live/1047_1.m3u8?key=txiptv&playlive=1&down=1$辽宁阜新移动1
吉林卫视,http://183.10.180.123:212/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&down=1$广东潮州电信3
吉林卫视,http://183.10.180.58:202/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&down=1$广东潮州电信4
四川卫视,http://39.152.103.17:8089/tsfile/live/1044_1.m3u8?key=txiptv&playlive=1&down=1$辽宁阜新移动2
四川卫视,http://113.90.247.47:85/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0$广东深圳电信5
四川卫视,http://183.10.180.123:212/tsfile/live/1030_1.m3u8?key=txiptv&playlive=1&down=1$广东潮州电信6
四川卫视,http://183.10.180.58:202/tsfile/live/1030_1.m3u8?key=txiptv&playlive=1&down=1$广东潮州电信7
天津卫视,http://39.152.103.17:8089/tsfile/live/1035_1.m3u8?key=txiptv&playlive=1&down=1$辽宁阜新移动4
天津卫视,http://113.90.247.47:85/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0$广东深圳电信6
宁夏卫视,http://39.152.103.17:8089/tsfile/live/1086_1.m3u8?key=txiptv&playlive=1&down=1$辽宁阜新移动1
宁夏卫视,http://183.10.180.123:212/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&down=1$广东潮州电信3
宁夏卫视,http://183.10.180.58:202/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&down=1$广东潮州电信4
安多卫视,http://39.152.103.17:8089/tsfile/live/1099_1.m3u8?key=txiptv&playlive=1&down=1$辽宁阜新移动1
安徽卫视,http://171.43.64.126:85/tsfile/live/faacts/0130_1.m3u8?key=txiptv&playlive=1&authid=0$湖北十堰电信4
安徽卫视,http://39.152.103.17:8089/tsfile/live/1039_1.m3u8?key=txiptv&playlive=1&down=1$辽宁阜新移动5
安徽卫视,http://113.90.247.47:85/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0$广东深圳电信7
山东卫视,http://39.152.103.17:8089/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&down=1$辽宁阜新移动4
山东卫视,http://113.90.247.47:85/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0$广东深圳电信7
山东卫视,http://183.10.180.123:212/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&down=1$广东潮州电信8
山东卫视,http://183.10.180.58:202/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&down=1$广东潮州电信9
山东教育卫视,http://39.152.103.17:8089/tsfile/live/1093_1.m3u8?key=txiptv&playlive=1&down=1$辽宁阜新移动1
山西卫视,http://39.152.103.17:8089/tsfile/live/1076_1.m3u8?key=txiptv&playlive=1&down=1$辽宁阜新移动1
山西卫视,http://183.10.180.123:212/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&down=1$广东潮州电信3
山西卫视,http://183.10.180.58:202/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&down=1$广东潮州电信4
广东卫视,http://171.43.64.126:85/tsfile/live/faacts/0125_2.m3u8?key=txiptv&playlive=1&authid=0$湖北十堰电信3
广东卫视,http://39.152.103.17:8089/tsfile/live/1042_1.m3u8?key=txiptv&playlive=1&down=1$辽宁阜新移动4
广东卫视,http://183.57.249.143:8183/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0$广东东莞电信6
广东卫视,http://113.90.247.47:85/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0$广东深圳电信8
广东卫视,http://183.10.180.123:212/tsfile/live/1032_1.m3u8?key=txiptv&playlive=1&down=1$广东潮州电信9
广东卫视,http://183.10.180.58:202/tsfile/live/1032_1.m3u8?key=txiptv&playlive=1&down=1$广东潮州电信10
广西卫视,http://39.152.103.17:8089/tsfile/live/1077_1.m3u8?key=txiptv&playlive=1&down=1$辽宁阜新移动1
广西卫视,http://183.10.180.123:212/tsfile/live/1028_1.m3u8?key=txiptv&playlive=1&down=1$广东潮州电信3
广西卫视,http://183.10.180.58:202/tsfile/live/1028_1.m3u8?key=txiptv&playlive=1&down=1$广东潮州电信4
新疆卫视,http://39.152.103.17:8089/tsfile/live/1087_1.m3u8?key=txiptv&playlive=1&down=1$辽宁阜新移动1
江西卫视,http://39.152.103.17:8089/tsfile/live/1078_1.m3u8?key=txiptv&playlive=1&down=1$辽宁阜新移动4
江西卫视,http://113.90.247.47:85/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0$广东深圳电信7
江西卫视,http://183.10.180.123:212/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&down=1$广东潮州电信8
江西卫视,http://183.10.180.58:202/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&down=1$广东潮州电信9
河北卫视,http://39.152.103.17:8089/tsfile/live/1079_1.m3u8?key=txiptv&playlive=1&down=1$辽宁阜新移动3
河北卫视,http://183.10.180.123:212/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&down=1$广东潮州电信5
河北卫视,http://183.10.180.58:202/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&down=1$广东潮州电信6
河南卫视,http://39.152.103.17:8089/tsfile/live/1080_1.m3u8?key=txiptv&playlive=1&down=1$辽宁阜新移动1
河南卫视,http://183.57.249.143:8183/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0$广东东莞电信3
河南卫视,http://113.90.247.47:85/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0$广东深圳电信4
河南卫视,http://183.10.180.123:212/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&down=1$广东潮州电信5
河南卫视,http://183.10.180.58:202/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&down=1$广东潮州电信6
海南卫视,http://39.152.103.17:8089/tsfile/live/1046_1.m3u8?key=txiptv&playlive=1&down=1$辽宁阜新移动1
海南卫视,http://183.10.180.123:212/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&down=1$广东潮州电信3
海南卫视,http://183.10.180.58:202/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&down=1$广东潮州电信4
深圳卫视,http://39.152.103.17:8089/tsfile/live/1049_1.m3u8?key=txiptv&playlive=1&down=1$辽宁阜新移动4
深圳卫视,http://113.90.247.47:85/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0$广东深圳电信6
深圳卫视,http://183.10.180.123:212/tsfile/live/1042_1.m3u8?key=txiptv&playlive=1&down=1$广东潮州电信7
深圳卫视,http://183.10.180.58:202/tsfile/live/1042_1.m3u8?key=txiptv&playlive=1&down=1$广东潮州电信8
湖北卫视,http://171.43.64.126:85/tsfile/live/faacts/0132_1.m3u8?key=txiptv&playlive=1&authid=0$湖北十堰电信4
湖北卫视,http://39.152.103.17:8089/tsfile/live/1043_1.m3u8?key=txiptv&playlive=1&down=1$辽宁阜新移动5
湖北卫视,http://183.57.249.143:8183/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0$广东东莞电信7
湖北卫视,http://113.90.247.47:85/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0$广东深圳电信9
湖北卫视,http://183.10.180.123:212/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&down=1$广东潮州电信10
湖北卫视,http://183.10.180.58:202/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&down=1$广东潮州电信11
甘肃卫视,http://171.43.64.126:85/tsfile/live/faacts/0141_1.m3u8?key=txiptv&playlive=1&authid=0$湖北十堰电信1
甘肃卫视,http://39.152.103.17:8089/tsfile/live/1088_1.m3u8?key=txiptv&playlive=1&down=1$辽宁阜新移动2
西藏卫视,http://39.152.103.17:8089/tsfile/live/1100_1.m3u8?key=txiptv&playlive=1&down=1$辽宁阜新移动1
贵州卫视,http://39.152.103.17:8089/tsfile/live/1041_1.m3u8?key=txiptv&playlive=1&down=1$辽宁阜新移动2
贵州卫视,http://113.90.247.47:85/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0$广东深圳电信4
贵州卫视,http://183.10.180.123:212/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&down=1$广东潮州电信5
贵州卫视,http://183.10.180.58:202/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&down=1$广东潮州电信6
辽宁卫视,http://39.152.103.17:8089/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&down=1$辽宁阜新移动2
辽宁卫视,http://113.90.247.47:85/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0$广东深圳电信5
重庆卫视,http://171.43.64.126:85/tsfile/live/faacts/0142_1.m3u8?key=txiptv&playlive=1&authid=0$湖北十堰电信3
重庆卫视,http://39.152.103.17:8089/tsfile/live/1048_1.m3u8?key=txiptv&playlive=1&down=1$辽宁阜新移动4
重庆卫视,http://183.57.249.143:8183/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0$广东东莞电信6
重庆卫视,http://113.90.247.47:85/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0$广东深圳电信7
陕西卫视,http://39.152.103.17:8089/tsfile/live/1084_1.m3u8?key=txiptv&playlive=1&down=1$辽宁阜新移动1
青海卫视,http://39.152.103.17:8089/tsfile/live/1082_1.m3u8?key=txiptv&playlive=1&down=1$辽宁阜新移动1
黑龙江卫视,http://39.152.103.17:8089/tsfile/live/1055_1.m3u8?key=txiptv&playlive=1&down=1$辽宁阜新移动3
黑龙江卫视,http://113.90.247.47:85/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0$广东深圳电信5
黑龙江卫视,http://183.10.180.123:212/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&down=1$广东潮州电信6
黑龙江卫视,http://183.10.180.58:202/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&down=1$广东潮州电信7
👦🏻少儿频道,#genre#
优漫卡通,http://39.152.103.17:8089/tsfile/live/1097_1.m3u8?key=txiptv&playlive=1&down=1$辽宁阜新移动2
卡酷动画,http://183.57.249.143:8183/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0$广东东莞电信2
卡酷少儿,http://39.152.103.17:8089/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&down=1$辽宁阜新移动1
嘉佳卡通,http://39.152.103.17:8089/tsfile/live/1091_1.m3u8?key=txiptv&playlive=1&down=1$辽宁阜新移动2
广东少儿,http://113.90.247.47:85/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0$广东深圳电信1
新动漫,http://39.152.103.17:8089/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&down=1$辽宁阜新移动1
金鹰卡通,http://39.152.103.17:8089/tsfile/live/1051_1.m3u8?key=txiptv&playlive=1&down=1$辽宁阜新移动1
卡酷少儿,http://h.sysmgr.cn:58888/rtp/239.3.1.189:8000
动画,http://h.sysmgr.cn:58888/rtp/239.3.1.80:4120
少儿动画,http://h.sysmgr.cn:58888/rtp/239.3.1.199:9000
卡酷少儿,http://123.120.8.201:4022/rtp/239.3.1.189:8000
动画,http://123.120.8.201:4022/rtp/239.3.1.80:4120
少儿动画,http://123.120.8.201:4022/rtp/239.3.1.199:9000
卡酷少儿,http://111.193.233.58:7089/rtp/239.3.1.189:8000
动画,http://111.193.233.58:7089/rtp/239.3.1.80:4120
少儿动画,http://111.193.233.58:7089/rtp/239.3.1.199:9000
广东少儿,http://113.65.4.23:7188udp/239.77.0.250:5146
深圳少儿,http://113.65.4.23:7188udp/239.77.1.244:5146
嘉佳卡通,http://113.65.4.23:7188udp/239.77.0.179:5146
金鹰卡通,http://113.65.4.23:7188udp/239.77.0.164:5146
广东少儿,http://113.77.25.121:8188/udp/239.77.0.250:5146
深圳少儿,http://113.77.25.121:8188/udp/239.77.1.244:5146
嘉佳卡通,http://113.77.25.121:8188/udp/239.77.0.179:5146
金鹰卡通,http://113.77.25.121:8188/udp/239.77.0.164:5146
金鹰卡通,http://182.135.66.163:1888/udp/239.94.1.30:5140
卡酷少儿,http://a.510100.xyz:5050/udp/239.94.1.29:5140
优漫卡通,http://a.510100.xyz:5050/udp/239.94.1.31:5140
动漫秀场,http://a.510100.xyz:5050/udp/239.94.1.171:5140
嘉佳卡通,http://a.510100.xyz:5050/udp/239.94.1.10:5140
宝宝动画,http://a.510100.xyz:5050/udp/239.94.1.32:5140
少儿天地,http://a.510100.xyz:5050/udp/239.94.1.138:5140
卡酷少儿,http://dib.ddns.net:7233/udp/239.94.1.29:5140
动漫秀场,http://dib.ddns.net:7233/udp/239.94.1.171:5140
嘉佳卡通,http://dib.ddns.net:7233/udp/239.94.1.10:5140
宝宝动画,http://dib.ddns.net:7233/udp/239.94.1.32:5140
少儿天地,http://dib.ddns.net:7233/udp/239.94.1.138:5140
🚁4K频道测试,#genre#
广东卫视4K,http://113.90.246.163:6921/udp/239.77.0.65:5146
广东卫视4K,http://113.90.246.163:6921/udp/239.77.0.66:5146
广东综艺4K,http://113.90.246.163:6921/udp/239.77.0.244:5146
湖南卫视4K,http://113.90.246.163:6921/udp/239.77.0.56:5146
江苏卫视4K,http://113.90.246.163:6921/udp/239.77.0.57:5146
浙江卫视4K,http://113.90.246.163:6921/udp/239.77.0.58:5146
东方卫视4K,http://113.90.246.163:6921/udp/239.77.0.59:5146
四川卫视4K,http://113.90.246.163:6921/udp/239.77.0.60:5146
山东卫视4K,http://113.90.246.163:6921/udp/239.77.0.61:5146
深圳卫视4K,http://113.90.246.163:6921/udp/239.77.0.67:5146
北京卫视4K,http://113.90.246.163:6921/udp/239.77.0.2:5146
南国4K,http://113.90.246.163:6921/udp/239.253.43.99:5146
CCTV4K,http://113.90.246.163:6921/udp/239.77.1.180:5146
广东卫视4K,http://113.65.4.23:7188/udp/239.77.0.65:5146
广东卫视4K,http://113.65.4.23:7188/udp/239.77.0.66:5146
广东综艺4K,http://113.65.4.23:7188/udp/239.77.0.244:5146
湖南卫视4K,http://113.65.4.23:7188/udp/239.77.0.56:5146
江苏卫视4K,http://113.65.4.23:7188/udp/239.77.0.57:5146
浙江卫视4K,http://113.65.4.23:7188/udp/239.77.0.58:5146
东方卫视4K,http://113.65.4.23:7188/udp/239.77.0.59:5146
四川卫视4K,http://113.65.4.23:7188/udp/239.77.0.60:5146
山东卫视4K,http://113.65.4.23:7188/udp/239.77.0.61:5146
深圳卫视4K,http://113.65.4.23:7188/udp/239.77.0.67:5146
北京卫视4K,http://113.65.4.23:7188/udp/239.77.0.2:5146
南国4K,http://113.65.4.23:7188/udp/239.253.43.99:5146
CCTV4K,http://113.65.4.23:7188/udp/239.77.1.180:5146
广东卫视4K,http://113.65.4.23:7188udp/239.77.0.65:5146
广东卫视4K,http://113.65.4.23:7188udp/239.77.0.66:5146
广东综艺4K,http://113.65.4.23:7188udp/239.77.0.244:5146
湖南卫视4K,http://113.65.4.23:7188udp/239.77.0.56:5146
江苏卫视4K,http://113.65.4.23:7188udp/239.77.0.57:5146
浙江卫视4K,http://113.65.4.23:7188udp/239.77.0.58:5146
东方卫视4K,http://113.65.4.23:7188udp/239.77.0.59:5146
四川卫视4K,http://113.65.4.23:7188udp/239.77.0.60:5146
山东卫视4K,http://113.65.4.23:7188udp/239.77.0.61:5146
深圳卫视4K,http://113.65.4.23:7188udp/239.77.0.67:5146
北京卫视4K,http://113.65.4.23:7188udp/239.77.0.2:5146
南国4K,http://113.65.4.23:7188udp/239.253.43.99:5146
CCTV4K,http://113.65.4.23:7188udp/239.77.1.180:5146
🎬电影频道,#genre#
CHC动作电影,http://182.135.66.163:1888/udp/239.94.1.175:5140
CHC家庭影院,http://182.135.66.163:1888/udp/239.94.1.173:5140
